Vehicle_Model,Mileage,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Odometer_Reading,Service_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status
Bus,53093,4,9,Electric,Manual,62028,10,15.94141404,Good,Good,Good
Car,70896,5,5,Diesel,Automatic,139621,10,18.34865216,New,Worn Out,New
Truck,67787,0,2,Petrol,Automatic,145307,2,13.37774394,New,Worn Out,Weak
Car,31171,1,5,Petrol,Manual,60598,2,16.72435697,New,New,Weak
Motorcycle,39577,0,6,Petrol,Automatic,42136,6,15.93188578,Worn Out,Good,New
Van,58763,5,1,Diesel,Automatic,68172,2,15.78526177,New,Good,Good
Motorcycle,50733,3,4,Electric,Automatic,114175,9,14.49466151,Worn Out,New,New
Car,34034,3,10,Petrol,Automatic,130962,3,12.72592354,Good,Good,Good
Van,55230,4,7,Diesel,Automatic,126920,10,12.16469184,New,Good,Weak
Truck,34609,5,1,Petrol,Automatic,75305,8,10.81815075,Worn Out,Worn Out,Good
Motorcycle,70545,4,1,Diesel,Manual,93640,8,18.10765843,New,Good,Weak
Motorcycle,60235,2,2,Electric,Manual,71082,6,11.70412703,Good,New,Weak
Motorcycle,45030,0,1,Diesel,Manual,11592,10,14.47814538,Worn Out,Good,Weak
Bus,72280,3,7,Diesel,Automatic,5486,9,18.37531792,New,New,New
Car,71536,0,9,Petrol,Automatic,73498,1,19.20398532,Good,Good,Good
SUV,56210,5,1,Petrol,Automatic,104554,2,14.52377997,Worn Out,Good,Weak
Car,60493,1,2,Petrol,Manual,106770,4,16.31103235,Worn Out,Good,New
SUV,76207,1,9,Diesel,Automatic,93090,3,14.05726083,Good,Worn Out,Weak
SUV,63491,3,6,Electric,Manual,70077,5,17.09973269,Good,Good,New
Bus,31234,1,4,Petrol,Automatic,141113,3,12.67855028,Good,Good,Good
SUV,78551,5,7,Petrol,Manual,113296,10,19.9557508,New,Worn Out,New
Van,43002,2,9,Petrol,Automatic,79960,8,16.01476692,Worn Out,Worn Out,Weak
Truck,78903,4,5,Petrol,Automatic,93198,5,14.29499205,Worn Out,Worn Out,Weak
Car,66283,5,4,Electric,Manual,96956,3,14.92250892,Worn Out,Worn Out,New
Car,53189,1,5,Diesel,Automatic,102992,9,19.03467611,Worn Out,New,Good
Bus,57108,2,1,Diesel,Automatic,134250,6,16.39672982,New,Worn Out,Weak
Truck,62267,0,9,Diesel,Manual,103220,10,12.20951324,New,Good,Weak
Bus,36318,5,7,Diesel,Manual,115541,9,16.36739915,Good,Good,Weak
Van,60537,1,10,Petrol,Manual,46062,5,12.49137427,Worn Out,Worn Out,New
SUV,56955,3,8,Petrol,Automatic,113468,2,18.98747965,Worn Out,Worn Out,New
Van,31499,5,9,Diesel,Automatic,84263,10,14.26048465,New,Good,New
Car,43238,0,9,Petrol,Automatic,31917,10,17.37378673,New,Worn Out,Good
Bus,79020,4,5,Diesel,Automatic,60517,8,19.66786635,Worn Out,Worn Out,Weak
SUV,40146,0,7,Electric,Manual,6489,4,11.32674753,New,Good,Good
Van,61910,0,8,Electric,Manual,83539,9,16.08162931,Worn Out,New,New
Car,67070,5,9,Petrol,Manual,149730,4,15.79971953,New,Good,New
Motorcycle,74765,2,6,Petrol,Manual,76391,2,19.11152883,New,New,Good
Van,45806,0,1,Diesel,Manual,109467,9,11.11103824,New,New,Weak
Motorcycle,72297,3,2,Petrol,Manual,43631,9,10.41462558,New,New,Good
SUV,45507,4,5,Petrol,Automatic,133884,9,15.43955972,Worn Out,Good,Good
Van,55207,2,9,Petrol,Manual,141200,5,16.52470708,New,Good,Weak
Truck,54198,3,2,Petrol,Manual,139692,1,11.56580221,Good,New,New
Car,43262,5,6,Electric,Manual,34720,3,13.84927223,New,New,New
Car,56267,3,4,Electric,Manual,108362,10,14.61697465,Worn Out,New,Good
SUV,47724,5,2,Petrol,Manual,21200,3,12.57464728,Good,Good,New
Van,49149,5,10,Diesel,Manual,57748,9,12.82062158,Good,New,Weak
Motorcycle,66303,1,5,Electric,Automatic,54010,9,10.0685004,New,New,Weak
Motorcycle,46958,1,10,Electric,Manual,127579,9,19.82131912,Worn Out,Good,New
Car,32598,3,10,Electric,Automatic,83739,1,11.97626128,Worn Out,Good,Weak
Motorcycle,56277,0,10,Electric,Manual,12176,4,15.41776025,Worn Out,New,Weak
Car,46628,5,9,Petrol,Manual,86091,1,15.06541691,Worn Out,Good,Weak
Van,71389,1,1,Diesel,Manual,1755,6,14.51082355,Good,New,Good
Van,44569,3,3,Electric,Automatic,25941,2,10.86842588,Worn Out,Worn Out,New
Van,55688,1,7,Electric,Manual,20125,7,15.2127977,Worn Out,Worn Out,New
Car,37410,4,4,Petrol,Automatic,113143,7,13.28743648,Worn Out,Good,Weak
Motorcycle,41951,0,3,Diesel,Manual,93510,3,12.6298291,New,Worn Out,Good
Car,36306,0,6,Diesel,Automatic,99081,3,16.56536179,Good,New,Good
Truck,55046,2,10,Electric,Manual,43520,2,18.71112283,Worn Out,Worn Out,Good
Bus,50849,2,10,Electric,Automatic,36153,9,18.57002348,Good,Worn Out,Weak
Van,77565,0,6,Electric,Automatic,89979,4,16.19621726,New,New,Good
Truck,43631,2,2,Petrol,Manual,27957,2,12.14008685,New,Worn Out,Weak
SUV,32283,4,4,Diesel,Manual,36819,8,18.64427011,New,Worn Out,New
Van,41572,5,10,Petrol,Automatic,130504,10,13.36499105,New,New,Good
SUV,45921,2,6,Diesel,Automatic,6446,3,11.02154028,Good,New,Good
Van,73329,5,5,Petrol,Automatic,32761,3,12.27424414,Good,Worn Out,New
Car,33586,3,9,Electric,Manual,113698,4,12.46197779,New,New,Good
Motorcycle,34568,0,4,Petrol,Automatic,62446,3,14.40499003,New,Good,Weak
Car,78679,4,4,Electric,Manual,134884,2,10.11107853,Good,Good,Weak
Van,74176,4,5,Electric,Automatic,3249,2,17.67067123,Good,New,Weak
Truck,79819,3,4,Electric,Automatic,44352,4,10.94600918,Worn Out,Worn Out,New
Bus,50558,2,10,Diesel,Automatic,84541,9,10.76448624,Worn Out,Good,New
Motorcycle,33487,4,2,Electric,Automatic,78293,8,16.82867363,Worn Out,New,Weak
Truck,43072,1,1,Electric,Manual,56552,2,14.97926962,Worn Out,Worn Out,Weak
Car,34317,0,9,Electric,Automatic,66682,6,17.44837556,Worn Out,Good,Good
Motorcycle,68905,0,8,Diesel,Manual,21741,8,12.12041835,New,Worn Out,New
Car,54587,2,8,Diesel,Automatic,37415,7,14.57601689,Worn Out,Worn Out,New
Van,54548,0,7,Diesel,Manual,133527,7,14.30142753,Worn Out,Good,New
SUV,70026,2,7,Diesel,Manual,146920,3,18.89002313,Worn Out,New,Weak
SUV,47426,3,8,Diesel,Automatic,95175,6,19.30405855,Good,Good,New
SUV,75263,5,9,Electric,Automatic,95224,9,15.86925925,New,New,Weak
Bus,46534,2,1,Diesel,Automatic,145113,4,17.58579834,New,New,Good
SUV,63896,5,3,Diesel,Manual,146322,6,17.77505961,Worn Out,New,Good
Truck,31742,3,7,Petrol,Automatic,22751,9,10.29807352,New,New,Weak
Bus,53334,0,10,Petrol,Manual,23969,8,12.07468452,Worn Out,New,New
Truck,37810,3,9,Diesel,Automatic,63634,3,10.09741809,Good,Worn Out,New
Car,48553,2,6,Electric,Automatic,149348,6,16.28229829,New,Worn Out,Good
Truck,77527,1,3,Diesel,Manual,47829,1,14.05905884,New,New,New
SUV,74727,2,3,Petrol,Manual,124695,8,10.90255062,Good,New,Good
Truck,63357,5,1,Petrol,Automatic,37289,10,18.45017615,Good,Good,New
Car,43277,3,2,Petrol,Automatic,19291,6,14.54433015,Good,Good,New
Bus,34174,3,1,Diesel,Automatic,17929,2,19.55602097,Good,Worn Out,Weak
SUV,65388,1,3,Petrol,Automatic,100397,5,17.53212647,Good,New,Good
Truck,65277,2,1,Electric,Automatic,111294,3,16.07104014,Worn Out,Worn Out,Weak
Motorcycle,66436,3,8,Electric,Manual,70912,5,15.41090769,Good,Good,Good
SUV,34413,3,8,Diesel,Manual,115540,7,14.00609069,Worn Out,Good,Good
Car,71372,1,2,Petrol,Manual,139155,6,15.18712496,Good,Good,Good
Bus,75402,3,3,Electric,Manual,92928,10,14.02479064,Good,New,Good
Truck,78191,5,10,Petrol,Automatic,36526,7,17.17762799,Good,New,Good
Car,48213,2,4,Diesel,Manual,67548,6,12.18590766,Good,New,New
Van,53227,1,1,Petrol,Manual,88787,6,12.18899348,New,Worn Out,Good
Truck,53085,0,8,Diesel,Automatic,2755,10,18.45247366,New,Worn Out,Weak
Bus,68715,1,9,Diesel,Automatic,136654,6,16.76667535,New,Good,Good
Van,36417,3,7,Electric,Automatic,49743,4,13.10510394,Good,Good,Weak
Truck,44488,1,8,Diesel,Manual,5647,8,15.44403729,New,Good,Good
Bus,74947,0,5,Petrol,Automatic,103997,2,11.99312352,Good,New,Weak
SUV,67855,3,10,Electric,Automatic,47589,7,11.18593889,Good,Good,New
Motorcycle,72808,2,9,Petrol,Automatic,75895,8,19.32344393,Worn Out,Good,New
Motorcycle,42113,2,8,Electric,Manual,85774,7,16.77121963,Good,Good,Good
Motorcycle,60851,5,7,Diesel,Automatic,68155,6,16.07300547,Worn Out,Good,Good
Motorcycle,41036,3,6,Petrol,Automatic,49426,9,13.8800871,Worn Out,Worn Out,Good
Bus,68125,4,10,Petrol,Automatic,130323,4,14.58678324,New,Good,Weak
Van,78250,4,5,Petrol,Automatic,70523,5,11.37867995,Good,Worn Out,Good
Motorcycle,35679,1,8,Diesel,Manual,57691,1,11.01813597,New,New,Good
SUV,32827,4,1,Electric,Automatic,12566,9,18.61267908,New,New,New
Motorcycle,33094,5,6,Diesel,Automatic,124012,1,14.43362322,New,Worn Out,Weak
Motorcycle,47884,4,8,Electric,Automatic,29185,1,17.50498381,New,New,Weak
Bus,60037,4,6,Electric,Automatic,8584,2,11.05721722,New,Worn Out,New
Truck,53607,1,5,Diesel,Manual,17183,9,15.97659419,Good,Good,Good
Truck,70995,1,8,Electric,Automatic,33221,2,18.18094937,New,Good,New
Car,53243,1,10,Diesel,Manual,117981,4,13.09935829,Worn Out,Good,Weak
Car,62136,3,10,Diesel,Manual,78218,10,16.28818621,Worn Out,Worn Out,Good
Car,44017,3,7,Electric,Automatic,95097,1,14.23848544,Good,Worn Out,Weak
Bus,39052,1,5,Diesel,Automatic,24983,8,17.13268691,Worn Out,Good,Good
Car,52839,2,6,Petrol,Manual,131785,5,11.19496114,Good,New,Weak
Van,66230,1,7,Electric,Automatic,89211,8,10.16309255,Good,Worn Out,Weak
Bus,50657,2,6,Diesel,Automatic,3987,9,15.87686092,New,Good,Good
SUV,76856,0,4,Diesel,Manual,108311,2,19.04377351,Good,New,Weak
Car,48367,3,5,Electric,Manual,99090,7,10.27836485,New,Good,New
Motorcycle,47857,3,6,Petrol,Manual,85333,8,13.88464883,Good,New,Weak
Truck,66677,4,3,Diesel,Automatic,137316,10,15.29502361,New,Worn Out,Good
Van,71472,5,9,Electric,Manual,116576,5,12.33769615,New,New,New
Car,74014,1,1,Diesel,Manual,105583,8,13.05554954,Worn Out,Worn Out,New
Van,56075,0,1,Petrol,Automatic,29031,5,10.13675732,Good,Worn Out,New
Truck,31393,5,8,Petrol,Automatic,146104,9,10.91617824,New,New,Weak
Car,38589,5,6,Diesel,Manual,135703,2,15.53490449,Worn Out,Good,New
Truck,41143,4,1,Petrol,Automatic,42721,5,17.28424237,New,New,New
Car,55804,1,4,Petrol,Automatic,124038,10,15.23331688,Good,Good,New
Truck,30768,1,3,Petrol,Automatic,54268,6,16.31541982,Worn Out,Good,Good
Motorcycle,69309,2,4,Electric,Manual,84498,8,12.90892109,Good,Good,Good
Truck,46244,4,2,Petrol,Automatic,53050,4,10.31013471,Worn Out,Good,Good
Motorcycle,50876,4,8,Electric,Automatic,100039,6,16.86052139,Good,Good,Weak
Truck,40957,3,7,Electric,Manual,146543,4,11.08282045,Good,New,New
SUV,68931,0,10,Petrol,Automatic,125054,9,11.52449431,Good,Good,New
Motorcycle,78021,4,4,Petrol,Automatic,125035,10,16.14340166,Good,New,Good
Bus,33148,3,9,Diesel,Manual,47222,6,12.94316551,New,Good,Good
Van,35050,1,10,Diesel,Manual,16922,7,10.5442387,Good,Good,Good
SUV,74148,3,8,Diesel,Automatic,112636,4,17.21889439,New,Worn Out,New
Truck,60608,3,10,Petrol,Manual,32769,5,14.31988925,Worn Out,Worn Out,New
Van,40351,4,7,Diesel,Automatic,61156,3,12.29084691,Good,Worn Out,Weak
Car,35386,1,3,Diesel,Manual,12785,3,16.93359701,Good,Worn Out,New
Bus,59643,1,7,Diesel,Automatic,148928,8,16.45351205,Worn Out,Worn Out,Weak
Car,54709,5,9,Diesel,Manual,91934,8,18.25330244,Good,New,Weak
Van,66109,0,8,Diesel,Manual,136517,5,17.4586518,Worn Out,New,Weak
Car,79182,3,3,Petrol,Manual,131158,3,16.96608558,Good,Worn Out,Good
Motorcycle,75966,2,7,Electric,Automatic,141325,8,18.3035331,Good,Good,Weak
Truck,50352,1,4,Petrol,Manual,140377,3,18.7103685,Worn Out,New,New
Bus,71419,5,2,Electric,Automatic,27905,2,10.39356436,Worn Out,New,New
Truck,30211,4,4,Electric,Manual,108733,4,19.45717138,Good,New,Weak
Motorcycle,42080,3,8,Electric,Manual,106444,4,19.28036875,Worn Out,Worn Out,New
Car,54331,0,2,Electric,Automatic,90637,10,17.11058228,Worn Out,Worn Out,Good
Van,71998,3,6,Diesel,Automatic,121230,9,19.26886925,New,Worn Out,Good
Bus,53389,0,2,Petrol,Automatic,88971,2,18.08930395,Worn Out,Worn Out,New
Motorcycle,36883,0,2,Petrol,Automatic,141807,8,13.92305724,New,Good,Weak
Car,50335,1,5,Petrol,Manual,149558,9,16.7880159,Good,Good,Weak
Van,63070,1,7,Electric,Automatic,53567,7,11.74045617,New,Good,Good
Bus,32294,2,2,Petrol,Automatic,80894,10,15.97384102,Worn Out,Good,Weak
Bus,30989,1,7,Petrol,Automatic,95481,1,18.06832082,New,Worn Out,Weak
Van,56756,5,7,Petrol,Manual,117068,3,17.62093441,New,New,Good
Bus,52093,0,9,Electric,Manual,144454,8,15.99463261,Good,Good,New
Motorcycle,43684,0,9,Electric,Manual,108202,8,13.607864,New,Good,Good
Motorcycle,70681,3,2,Petrol,Manual,11442,2,12.83221331,Good,New,New
Motorcycle,79418,2,8,Petrol,Automatic,56390,5,11.72411989,Worn Out,Good,Good
Van,72377,0,3,Petrol,Automatic,134937,10,14.3617284,Worn Out,New,New
Van,77868,3,4,Electric,Automatic,66210,5,18.57744234,Good,Good,New
SUV,31605,1,6,Electric,Manual,13783,9,17.98661076,Worn Out,New,New
SUV,55319,3,1,Electric,Automatic,133410,2,17.21912406,New,Worn Out,Good
Car,57670,1,3,Electric,Automatic,1894,9,15.98102883,Worn Out,New,Weak
Truck,48560,5,4,Diesel,Manual,49846,6,12.57612278,Worn Out,Worn Out,Weak
Truck,76475,0,2,Electric,Automatic,72305,3,13.30970425,Good,New,New
Van,54499,2,3,Petrol,Manual,57860,6,12.73525835,New,Worn Out,Weak
Bus,59713,3,1,Diesel,Manual,149884,9,10.45124024,New,Worn Out,Good
Bus,58171,0,8,Petrol,Manual,54591,10,18.86354643,Good,New,Good
SUV,77039,5,4,Electric,Automatic,100766,3,13.34820852,Worn Out,New,Good
SUV,53025,5,1,Petrol,Automatic,17184,5,17.21680313,Good,Worn Out,Weak
Car,58455,2,7,Diesel,Automatic,83749,7,13.79853246,Worn Out,Worn Out,Good
Bus,56991,2,7,Diesel,Manual,58963,1,10.0208353,New,New,New
Van,72769,2,8,Electric,Manual,132357,10,10.28110773,Worn Out,New,Good
SUV,44424,2,7,Electric,Automatic,38366,4,18.69126932,New,Worn Out,Good
Truck,70900,4,3,Electric,Manual,115461,8,17.1139278,Good,Good,New
Motorcycle,41511,4,7,Diesel,Automatic,89456,2,14.35827174,Worn Out,Good,Good
Car,72668,3,4,Petrol,Manual,122622,7,16.96454531,New,Worn Out,New
Car,63112,2,9,Electric,Automatic,18888,4,15.81063798,Worn Out,New,Weak
Motorcycle,33663,3,10,Electric,Manual,134042,2,17.93445601,Good,Good,Weak
Bus,60302,1,6,Diesel,Manual,60397,6,15.87999071,Good,New,New
Truck,56541,3,7,Diesel,Manual,142133,7,18.73114183,Worn Out,New,Good
Car,65413,4,9,Electric,Manual,90220,7,10.67651503,New,Good,Weak
Motorcycle,69377,0,4,Petrol,Manual,99460,10,14.02595899,Worn Out,Good,Good
Motorcycle,65479,0,1,Diesel,Manual,109947,7,10.27401484,New,New,New
Car,77843,4,3,Electric,Manual,86653,5,12.5120357,New,New,Good
Car,74027,3,8,Electric,Manual,2122,5,11.22761369,New,Good,New
Bus,73883,4,2,Diesel,Manual,40453,2,13.52781771,Good,New,New
Truck,46006,4,6,Petrol,Automatic,24814,4,18.19782571,Worn Out,New,Good
Motorcycle,30214,4,9,Electric,Manual,141056,6,17.94022909,Worn Out,Worn Out,New
SUV,36169,4,2,Diesel,Automatic,51345,4,18.90552369,Good,Worn Out,New
Car,52184,3,8,Electric,Manual,110648,8,15.43596171,Good,New,Good
Car,68727,5,1,Diesel,Manual,114880,4,12.68068353,New,Good,Good
Bus,56398,5,9,Diesel,Automatic,17552,8,12.78855252,New,Good,Good
Car,66061,5,2,Diesel,Automatic,58803,2,15.44847315,New,New,New
Van,43190,0,8,Petrol,Automatic,26520,9,17.09578713,Worn Out,Worn Out,Weak
Truck,39181,4,1,Petrol,Manual,123139,2,10.45583576,Good,New,Good
Bus,69388,1,10,Diesel,Automatic,141696,7,19.17924906,Good,New,Weak
Bus,40050,4,9,Electric,Automatic,91885,6,18.18540646,Worn Out,Worn Out,Weak
Motorcycle,36594,5,5,Electric,Automatic,102064,5,19.57796656,Good,New,New
Motorcycle,65192,5,6,Diesel,Manual,88617,5,12.32495309,New,Worn Out,Good
Motorcycle,52049,5,3,Electric,Manual,106929,8,10.70813062,Worn Out,New,New
Van,51914,0,3,Petrol,Automatic,74378,10,16.69968165,New,Worn Out,New
Truck,74802,5,5,Electric,Manual,80511,8,12.74570704,Worn Out,Worn Out,Good
Truck,38138,0,7,Electric,Manual,18597,8,19.53352647,Good,New,Weak
Van,46883,2,7,Petrol,Manual,26032,9,10.25958679,Good,Good,Weak
Car,62479,3,9,Electric,Automatic,107518,9,17.49883986,Good,Worn Out,Good
Car,70624,4,7,Electric,Manual,115646,3,13.97376694,New,Good,Good
Van,79128,1,8,Petrol,Automatic,8786,4,16.61029194,Good,Worn Out,Weak
SUV,78487,1,9,Electric,Automatic,127568,3,16.85712759,Good,New,New
Van,33423,5,10,Diesel,Automatic,90968,2,14.81957648,Worn Out,New,Good
Van,33806,0,2,Diesel,Automatic,45441,2,17.83308727,New,New,New
SUV,74535,4,5,Electric,Automatic,131096,3,13.45436283,Worn Out,Good,Good
Motorcycle,35570,0,2,Diesel,Automatic,15516,4,10.89503472,Good,Good,New
Bus,61422,1,10,Diesel,Automatic,146181,7,18.99378561,New,New,New
Bus,55458,0,10,Petrol,Automatic,98109,3,10.87714828,Good,Good,Weak
Van,42340,0,4,Electric,Automatic,70849,4,14.58731851,Good,Good,Weak
Car,36624,0,8,Diesel,Automatic,84138,3,18.91838247,Good,Good,New
SUV,56093,3,2,Diesel,Manual,86565,3,13.01146608,New,Good,Good
Truck,75558,5,7,Petrol,Automatic,70491,1,15.01251632,Worn Out,New,Weak
Bus,54018,2,6,Electric,Automatic,135774,10,16.08564922,Good,New,New
Bus,54849,4,5,Diesel,Automatic,94125,1,16.66764423,New,New,Good
Car,39531,3,4,Diesel,Automatic,46318,3,17.10544512,Worn Out,Good,Good
Truck,63271,0,6,Petrol,Manual,55006,7,18.35286933,Worn Out,Worn Out,New
Truck,51498,5,7,Diesel,Automatic,23098,6,13.840411,New,Good,Weak
Truck,77871,4,1,Petrol,Manual,61881,10,17.84130661,Worn Out,New,Weak
Motorcycle,49264,1,8,Petrol,Automatic,119428,10,11.31527533,Good,Good,New
Bus,34627,2,4,Electric,Manual,42580,10,15.24012006,New,Good,Good
Motorcycle,64744,3,1,Electric,Manual,143624,10,13.0956535,Worn Out,Good,New
SUV,35171,0,2,Electric,Automatic,40822,4,12.09931999,Good,Good,Good
Truck,79098,0,4,Electric,Manual,30917,2,11.30071081,New,Good,Good
SUV,53595,5,3,Petrol,Automatic,91327,10,13.27014235,Worn Out,Good,New
Bus,55675,4,8,Electric,Manual,101628,5,17.9841035,Worn Out,New,Good
Bus,55126,2,1,Diesel,Manual,64851,9,14.85008346,Good,Good,New
Car,69591,0,7,Petrol,Manual,144477,2,18.23986439,Good,Worn Out,New
Car,35750,1,4,Electric,Manual,97739,5,13.0522874,Good,New,Weak
Truck,30355,3,8,Diesel,Automatic,112829,9,14.12176623,Good,New,Good
Motorcycle,45544,5,4,Petrol,Automatic,32358,5,16.78869184,Worn Out,Good,Good
Motorcycle,37691,5,8,Electric,Manual,10817,4,12.48125693,Good,Worn Out,Weak
Motorcycle,68346,3,2,Electric,Automatic,15083,5,10.07292291,New,New,Good
Van,65280,1,5,Diesel,Manual,73190,9,16.98592825,Good,Worn Out,New
Van,34217,5,4,Diesel,Automatic,58839,5,10.33876756,New,New,Weak
Van,71133,1,9,Electric,Manual,45945,6,12.16039282,New,Good,Good
Car,71190,1,7,Petrol,Automatic,93804,7,10.55154941,New,Worn Out,New
Car,61073,0,6,Electric,Automatic,9701,1,14.94135232,New,Good,Good
Car,51573,4,8,Electric,Automatic,126414,4,13.03717396,New,New,Weak
Car,67461,3,8,Diesel,Automatic,1557,1,14.11857377,Worn Out,Good,Good
Motorcycle,42872,3,4,Electric,Automatic,32642,6,12.50208598,New,Good,Good
Van,36964,2,7,Petrol,Manual,29318,4,15.70035326,New,Good,New
SUV,56437,4,7,Petrol,Automatic,44336,2,10.07725051,Worn Out,Worn Out,New
Bus,74473,4,3,Petrol,Automatic,43772,6,17.3554238,Worn Out,New,New
Motorcycle,65636,5,4,Electric,Manual,2880,6,12.99667273,Good,Good,New
Motorcycle,68609,0,7,Diesel,Automatic,15650,1,15.03060432,New,Good,New
Motorcycle,36257,3,5,Petrol,Manual,15524,2,15.22211568,New,New,Weak
Bus,33873,2,3,Diesel,Manual,2129,7,10.10180096,Worn Out,New,Good
Van,71158,1,9,Electric,Automatic,130247,6,16.73747067,Good,Good,Weak
Motorcycle,69120,3,7,Petrol,Automatic,149352,1,17.37151279,Worn Out,Good,Good
SUV,67400,3,9,Electric,Manual,12764,10,17.402901,Good,Worn Out,New
Truck,36141,3,9,Petrol,Manual,51150,1,12.80649627,Good,New,Good
Bus,56739,5,5,Diesel,Manual,113044,4,15.04207943,Good,New,Good
Motorcycle,71649,0,3,Diesel,Manual,24944,6,16.48101871,New,New,New
Motorcycle,63074,4,1,Electric,Manual,125746,7,11.53253035,Good,New,Good
Car,35038,3,1,Petrol,Automatic,29899,5,17.48683557,New,Worn Out,Weak
SUV,69932,0,1,Petrol,Manual,44625,9,12.98054854,New,Worn Out,Good
Motorcycle,31905,3,2,Petrol,Manual,51710,3,15.76005906,New,New,Good
Van,79082,3,5,Diesel,Automatic,147972,8,17.82581895,Good,Worn Out,Weak
Truck,70566,0,10,Petrol,Automatic,43731,7,16.90766196,Worn Out,Good,Good
SUV,49529,0,10,Diesel,Automatic,13386,8,16.25263299,Good,Good,Good
Van,47894,0,3,Petrol,Manual,46166,8,15.74522345,Worn Out,New,New
Van,69825,4,5,Electric,Manual,74810,10,15.53460279,Worn Out,Good,Weak
Van,70684,1,6,Diesel,Automatic,26786,4,19.4682991,New,Good,Weak
Car,68950,3,7,Electric,Automatic,26104,3,11.2469762,New,Worn Out,Weak
Truck,68170,2,9,Diesel,Manual,135941,5,19.48843131,Worn Out,New,New
Van,38629,2,2,Diesel,Automatic,105483,10,12.18851006,New,Worn Out,New
Motorcycle,35198,0,9,Petrol,Manual,41055,7,18.5699223,Good,Good,New
Motorcycle,62878,0,8,Petrol,Automatic,110753,10,15.15738363,Worn Out,Worn Out,New
Truck,53370,0,3,Electric,Automatic,4815,10,10.86813604,Worn Out,Worn Out,New
Bus,60256,5,5,Petrol,Manual,147721,3,13.18199689,Good,Worn Out,New
Bus,43802,1,10,Diesel,Manual,76682,7,14.93615338,Good,Good,New
Motorcycle,63061,5,5,Diesel,Manual,118192,6,19.52800231,Good,Worn Out,New
Car,75285,2,1,Petrol,Manual,89360,8,13.42840019,Worn Out,New,Good
Car,53556,2,10,Diesel,Manual,76950,9,18.07342418,Good,Worn Out,Good
Motorcycle,79581,3,6,Diesel,Manual,67633,4,14.733961,New,Worn Out,Good
Motorcycle,34652,2,5,Diesel,Manual,137663,6,16.39543857,New,Worn Out,Weak
Truck,54528,5,3,Petrol,Manual,95298,8,17.35826277,New,New,Weak
Bus,37337,0,10,Electric,Manual,14984,6,16.08949091,Good,New,Weak
Van,55957,4,8,Petrol,Manual,16502,10,18.4099365,Worn Out,Worn Out,Weak
Motorcycle,67221,5,9,Diesel,Manual,144801,7,16.8524565,Good,New,Weak
Truck,50812,4,9,Electric,Automatic,112442,3,14.46219724,New,New,Weak
Car,46925,1,6,Electric,Manual,56929,7,10.2469809,Worn Out,Worn Out,Weak
Motorcycle,46998,4,8,Petrol,Automatic,129620,5,10.69005295,New,Worn Out,New
SUV,70066,1,6,Electric,Manual,5354,3,18.83616003,New,New,Good
Van,32900,4,4,Petrol,Manual,1350,7,10.83010857,Good,Worn Out,New
SUV,79143,3,6,Petrol,Manual,66349,8,18.56681897,Good,Good,New
SUV,64100,1,10,Petrol,Automatic,49179,3,19.22533809,Worn Out,New,Weak
Bus,36053,3,4,Diesel,Manual,149666,9,15.70837287,New,New,Good
Car,44733,3,9,Petrol,Automatic,115172,3,11.64324043,Good,Worn Out,Good
Bus,32620,4,6,Diesel,Manual,64431,5,17.71098267,Good,Worn Out,Good
Car,79400,2,10,Electric,Manual,115996,3,10.97445833,Worn Out,Good,Weak
